initial_alias,converted_alias,name,description,namespace
ABCA2,ENSG00000107331,ABCA2,ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SHB,ENSG00000107338,SHB,SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UBE2R2,ENSG00000107341,UBE2R2,ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ABHD17B,ENSG00000107362,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
EXOSC3,ENSG00000107371,EXOSC3,exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZFAND5,ENSG00000107372,ZFAND5,zinc finger AN1-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13008],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DVL1,ENSG00000107404,DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PDLIM1,ENSG00000107438,PDLIM1,PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCNJ,ENSG00000107443,CCNJ,cyclin J [Source:HGNC Symbol;Acc:HGNC:23434],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNTT,ENSG00000107447,DNTT,DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:HGNC:2983],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GATA3,ENSG00000107485,GATA3,GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ATRNL1,ENSG00000107518,ATRNL1,attractin like 1 [Source:HGNC Symbol;Acc:HGNC:29063],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HPS1,ENSG00000107521,HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 [Source:HGNC Symbol;Acc:HGNC:5163],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PHYH,ENSG00000107537,PHYH,phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RASSF4,ENSG00000107551,RASSF4,Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNMBP,ENSG00000107554,DNMBP,dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RAB11FIP2,ENSG00000107560,RAB11FIP2,RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CXCL12,ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ERLIN1,ENSG00000107566,ERLIN1,ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
EIF3A,ENSG00000107581,EIF3A,eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PKD2L1,ENSG00000107593,PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CUBN,ENSG00000107611,CUBN,cubilin [Source:HGNC Symbol;Acc:HGNC:2548],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TRDMT1,ENSG00000107614,TRDMT1,tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DDX50,ENSG00000107625,DDX50,DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MAPK8,ENSG00000107643,MAPK8,mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SEC23IP,ENSG00000107651,SEC23IP,SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ATE1,ENSG00000107669,ATE1,arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NSMCE4A,ENSG00000107672,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PLEKHA1,ENSG00000107679,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PALD1,ENSG00000107719,PALD1,phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UNC5B,ENSG00000107731,UNC5B,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CDH23,ENSG00000107736,CDH23,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SPOCK2,ENSG00000107742,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MICU1,ENSG00000107745,MICU1,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PPP3CB,ENSG00000107758,PPP3CB,protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCSER2,ENSG00000107771,CCSER2,coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BMPR1A,ENSG00000107779,BMPR1A,bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MINPP1,ENSG00000107789,MINPP1,multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ACTA2,ENSG00000107796,ACTA2,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LIPA,ENSG00000107798,LIPA,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TLX1,ENSG00000107807,TLX1,T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LZTS2,ENSG00000107816,LZTS2,leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SFXN3,ENSG00000107819,SFXN3,sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KAZALD1,ENSG00000107821,KAZALD1,Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FBXW4,ENSG00000107829,FBXW4,F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FGF8,ENSG00000107831,FGF8,fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NPM3,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TNKS2,ENSG00000107854,TNKS2,tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PITX3,ENSG00000107859,PITX3,paired like homeodomain 3 [Source:HGNC Symbol;Acc:HGNC:9006],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GBF1,ENSG00000107862,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARHGAP21,ENSG00000107863,ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CPEB3,ENSG00000107864,CPEB3,cytoplasmic polyadenylation element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:21746],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FBXL15,ENSG00000107872,FBXL15,F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CUEDC2,ENSG00000107874,CUEDC2,CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SUFU,ENSG00000107882,SUFU,SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ANKRD26,ENSG00000107890,ANKRD26,ankyrin repeat domain containing 26 [Source:HGNC Symbol;Acc:HGNC:29186],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ACBD5,ENSG00000107897,ACBD5,acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LHPP,ENSG00000107902,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LARP4B,ENSG00000107929,LARP4B,La ribonucleoprotein 4B [Source:HGNC Symbol;Acc:HGNC:28987],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GTPBP4,ENSG00000107937,GTPBP4,GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
EDRF1,ENSG00000107938,EDRF1,erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BCCIP,ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MTPAP,ENSG00000107951,MTPAP,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NEURL1,ENSG00000107954,NEURL1,neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SH3PXD2A,ENSG00000107957,SH3PXD2A,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PITRM1,ENSG00000107959,PITRM1,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MAP3K8,ENSG00000107968,MAP3K8,mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DKK1,ENSG00000107984,DKK1,dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
EBF3,ENSG00000108001,EBF3,EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GLRX3,ENSG00000108010,GLRX3,glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SORCS1,ENSG00000108018,SORCS1,sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
XPNPEP1,ENSG00000108039,XPNPEP1,X-prolyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:12822],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SMC3,ENSG00000108055,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SHOC2,ENSG00000108061,SHOC2,SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TFAM,ENSG00000108064,TFAM,"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCDC6,ENSG00000108091,CCDC6,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CUL2,ENSG00000108094,CUL2,cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCNY,ENSG00000108100,CCNY,cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UBE2S,ENSG00000108106,UBE2S,ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPL28,ENSG00000108107,RPL28,ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZMIZ1,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNAJC12,ENSG00000108176,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12 [Source:HGNC Symbol;Acc:HGNC:28908],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PPIF,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PBLD,ENSG00000108187,PBLD,phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TSPAN14,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LGI1,ENSG00000108231,LGI1,leucine rich glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TBC1D12,ENSG00000108239,TBC1D12,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CYP2C18,ENSG00000108242,CYP2C18,cytochrome P450 family 2 subfamily C member 18 [Source:HGNC Symbol;Acc:HGNC:2620],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KRT23,ENSG00000108244,KRT23,keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CRYBA1,ENSG00000108255,CRYBA1,crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NUFIP2,ENSG00000108256,NUFIP2,nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GIT1,ENSG00000108262,GIT1,GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPL19,ENSG00000108298,RPL19,ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FBXL20,ENSG00000108306,FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RUNDC3A,ENSG00000108309,RUNDC3A,RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UBTF,ENSG00000108312,UBTF,upstream binding transcription factor [Source:HGNC Symbol;Acc:HGNC:12511],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CSF3,ENSG00000108342,CSF3,colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PSMD3,ENSG00000108344,PSMD3,"proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CASC3,ENSG00000108349,CASC3,CASC3 exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RAPGEFL1,ENSG00000108352,RAPGEFL1,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RGS9,ENSG00000108370,RGS9,regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RNF43,ENSG00000108375,RNF43,ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
WNT3,ENSG00000108379,WNT3,Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ASPA,ENSG00000108381,ASPA,aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RAD51C,ENSG00000108384,RAD51C,RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MTMR4,ENSG00000108389,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TRIM37,ENSG00000108395,TRIM37,tripartite motif containing 37 [Source:HGNC Symbol;Acc:HGNC:7523],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
P2RX1,ENSG00000108405,P2RX1,purinergic receptor P2X 1 [Source:HGNC Symbol;Acc:HGNC:8533],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DHX40,ENSG00000108406,DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KRT37,ENSG00000108417,KRT37,keratin 37 [Source:HGNC Symbol;Acc:HGNC:6455],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TUBD1,ENSG00000108423,TUBD1,tubulin delta 1 [Source:HGNC Symbol;Acc:HGNC:16811],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KPNB1,ENSG00000108424,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GOSR2,ENSG00000108433,GOSR2,golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PNPO,ENSG00000108439,PNPO,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPS6KB1,ENSG00000108443,RPS6KB1,ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TRIM16L,ENSG00000108448,TRIM16L,tripartite motif containing 16 like [Source:HGNC Symbol;Acc:HGNC:32670],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CDK5RAP3,ENSG00000108465,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CBX1,ENSG00000108468,CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RECQL5,ENSG00000108469,RECQL5,RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PIGL,ENSG00000108474,PIGL,phosphatidylinositol glycan anchor biosynthesis class L [Source:HGNC Symbol;Acc:HGNC:8966],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GALK1,ENSG00000108479,GALK1,galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
INTS2,ENSG00000108506,INTS2,integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CAMTA2,ENSG00000108509,CAMTA2,calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:HGNC:18807],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MED13,ENSG00000108510,MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HOXB6,ENSG00000108511,HOXB6,homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ENO3,ENSG00000108515,ENO3,enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PFN1,ENSG00000108518,PFN1,profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RNF167,ENSG00000108523,RNF167,ring finger protein 167 [Source:HGNC Symbol;Acc:HGNC:24544],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC25A11,ENSG00000108528,SLC25A11,solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RASD1,ENSG00000108551,RASD1,ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CHRNE,ENSG00000108556,CHRNE,cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RAI1,ENSG00000108557,RAI1,retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NUP88,ENSG00000108559,NUP88,nucleoporin 88 [Source:HGNC Symbol;Acc:HGNC:8067],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
C1QBP,ENSG00000108561,C1QBP,complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC6A4,ENSG00000108576,SLC6A4,solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BLMH,ENSG00000108578,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CPD,ENSG00000108582,CPD,carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GOSR1,ENSG00000108587,GOSR1,golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:HGNC:4430],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
